id_ticket,fecha,id_tienda,id_cliente
TICKET_002184,2024-03-27,TOSTAO_19,CUST_02459
TICKET_002185,2024-08-20,TOSTAO_11,CUST_00638
TICKET_002186,2024-03-18,TOSTAO_07,CUST_00194
TICKET_002187,2024-07-19,TOSTAO_19,CUST_02348
TICKET_002188,2024-02-09,TOSTAO_06,CUST_01540
TICKET_002189,2024-08-11,TOSTAO_14,CUST_00126
TICKET_002190,2024-05-15,TOSTAO_08,CUST_01460
TICKET_002191,2024-05-02,TOSTAO_17,CUST_01294
TICKET_002192,2024-04-12,TOSTAO_14,CUST_00792
TICKET_002193,2024-04-04,TOSTAO_09,CUST_00888
TICKET_002194,2024-05-25,TOSTAO_17,CUST_01277
TICKET_002195,2024-10-15,TOSTAO_20,CUST_01655
TICKET_002196,2024-03-01,TOSTAO_05,CUST_00646
TICKET_002197,2024-12-22,TOSTAO_10,CUST_00409
TICKET_002198,2024-01-12,TOSTAO_03,CUST_00858
TICKET_002199,2024-04-14,TOSTAO_16,CUST_00028
TICKET_002200,2024-10-24,TOSTAO_06,CUST_02162
TICKET_002201,2024-09-01,TOSTAO_12,CUST_00943
TICKET_002202,2024-03-08,TOSTAO_13,CUST_02268
TICKET_002203,2024-12-22,TOSTAO_02,CUST_01404
TICKET_002204,2024-01-16,TOSTAO_05,CUST_00554
TICKET_002205,2024-02-01,TOSTAO_05,CUST_01937
TICKET_002206,2024-01-07,TOSTAO_14,CUST_00957
TICKET_002207,2024-08-11,TOSTAO_03,CUST_01153
TICKET_002208,2024-11-18,TOSTAO_02,CUST_00543
TICKET_002209,2024-08-22,TOSTAO_19,CUST_01761
TICKET_002210,2024-09-13,TOSTAO_09,CUST_01597
TICKET_002211,2024-02-01,TOSTAO_06,CUST_01128
TICKET_002212,2024-10-20,TOSTAO_02,CUST_01413
TICKET_002213,2024-12-21,TOSTAO_18,CUST_00582
TICKET_002214,2024-03-09,TOSTAO_15,CUST_01160
TICKET_002215,2024-10-18,TOSTAO_06,CUST_00442
TICKET_002216,2024-01-25,TOSTAO_12,CUST_01074
TICKET_002217,2024-08-21,TOSTAO_09,CUST_01085
TICKET_002218,2024-10-13,TOSTAO_19,CUST_00694
TICKET_002219,2024-04-10,TOSTAO_06,CUST_01339
TICKET_002220,2024-05-12,TOSTAO_05,CUST_00592
TICKET_002221,2024-02-11,TOSTAO_11,CUST_01470
TICKET_002222,2024-03-02,TOSTAO_07,CUST_01168
TICKET_002223,2024-01-29,TOSTAO_10,CUST_01390
TICKET_002224,2024-08-27,TOSTAO_20,CUST_00957
TICKET_002225,2024-08-27,TOSTAO_03,CUST_01094
TICKET_002226,2024-09-13,TOSTAO_10,CUST_01762
TICKET_002227,2024-06-05,TOSTAO_11,CUST_02399
TICKET_002228,2024-12-20,TOSTAO_03,CUST_02449
TICKET_002229,2024-03-04,TOSTAO_11,CUST_01312
TICKET_002230,2024-03-22,TOSTAO_19,CUST_01579
TICKET_002231,2024-12-17,TOSTAO_11,CUST_01578
TICKET_002232,2024-09-02,TOSTAO_08,CUST_00384
TICKET_002233,2024-04-21,TOSTAO_17,CUST_01978
TICKET_002234,2024-03-10,TOSTAO_03,CUST_01573
TICKET_002235,2024-09-26,TOSTAO_04,CUST_00745
TICKET_002236,2024-11-26,TOSTAO_11,CUST_00955
TICKET_002237,2024-09-02,TOSTAO_08,CUST_00090
TICKET_002238,2024-05-03,TOSTAO_11,CUST_01480
TICKET_002239,2024-02-21,TOSTAO_06,CUST_02053
TICKET_002240,2024-08-13,TOSTAO_03,CUST_01276
TICKET_002241,2024-01-04,TOSTAO_20,CUST_01895
TICKET_002242,2024-10-18,TOSTAO_10,CUST_00883
TICKET_002243,2024-01-05,TOSTAO_20,CUST_00214
TICKET_002244,2024-07-05,TOSTAO_17,CUST_00594
TICKET_002245,2024-07-29,TOSTAO_20,CUST_00607
TICKET_002246,2024-02-04,TOSTAO_19,CUST_02485
TICKET_002247,2024-10-16,TOSTAO_19,CUST_02073
TICKET_002248,2024-07-21,TOSTAO_13,CUST_00462
TICKET_002249,2024-12-23,TOSTAO_17,CUST_00886
TICKET_002250,2024-02-03,TOSTAO_13,CUST_00908
TICKET_002251,2024-02-12,TOSTAO_07,CUST_02274
TICKET_002252,2024-02-10,TOSTAO_16,CUST_02083
TICKET_002253,2024-06-04,TOSTAO_16,CUST_00369
TICKET_002254,2024-04-30,TOSTAO_04,CUST_00764
TICKET_002255,2024-11-24,TOSTAO_06,CUST_00221
TICKET_002256,2024-07-05,TOSTAO_05,CUST_00108
TICKET_002257,2024-02-22,TOSTAO_11,CUST_01528
TICKET_002258,2024-03-02,TOSTAO_18,CUST_01863
TICKET_002259,2024-03-05,TOSTAO_03,CUST_00790
TICKET_002260,2024-11-22,TOSTAO_06,CUST_00255
TICKET_002261,2024-12-03,TOSTAO_01,CUST_00757
TICKET_002262,2024-02-21,TOSTAO_05,CUST_02273
TICKET_002263,2024-06-01,TOSTAO_02,CUST_00180
TICKET_002264,2024-02-11,TOSTAO_20,CUST_01313
TICKET_002265,2024-06-22,TOSTAO_20,CUST_01533
TICKET_002266,2024-07-02,TOSTAO_13,CUST_01679
TICKET_002267,2024-01-01,TOSTAO_09,CUST_00548
TICKET_002268,2024-05-29,TOSTAO_14,CUST_01865
TICKET_002269,2024-11-30,TOSTAO_13,CUST_00732
TICKET_002270,2024-06-13,TOSTAO_10,CUST_01994
TICKET_002271,2024-07-06,TOSTAO_12,CUST_01076
TICKET_002272,2024-03-09,TOSTAO_17,CUST_00970
TICKET_002273,2024-11-18,TOSTAO_03,CUST_02277
TICKET_002274,2024-11-27,TOSTAO_07,CUST_02076
TICKET_002275,2024-07-05,TOSTAO_12,CUST_02266
TICKET_002276,2024-10-02,TOSTAO_18,CUST_01072
TICKET_002277,2024-06-15,TOSTAO_17,CUST_00607
TICKET_002278,2024-03-12,TOSTAO_16,CUST_02343
TICKET_002279,2024-06-21,TOSTAO_11,CUST_01684
TICKET_002280,2024-06-07,TOSTAO_15,CUST_00463
TICKET_002281,2024-02-24,TOSTAO_11,CUST_00621
TICKET_002282,2024-11-09,TOSTAO_09,CUST_00485
TICKET_002283,2024-11-22,TOSTAO_07,CUST_00847
TICKET_002284,2024-10-12,TOSTAO_10,CUST_00864
TICKET_002285,2024-08-06,TOSTAO_07,CUST_00933
TICKET_002286,2024-07-02,TOSTAO_02,CUST_00508
TICKET_002287,2024-10-04,TOSTAO_16,CUST_01085
TICKET_002288,2024-08-13,TOSTAO_07,CUST_00297
TICKET_002289,2024-08-28,TOSTAO_14,CUST_02491
TICKET_002290,2024-07-07,TOSTAO_09,CUST_00155
TICKET_002291,2024-05-01,TOSTAO_06,CUST_01399
TICKET_002292,2024-01-17,TOSTAO_06,CUST_02328
TICKET_002293,2024-03-10,TOSTAO_13,CUST_02128
TICKET_002294,2024-03-25,TOSTAO_03,CUST_02419
TICKET_002295,2024-03-21,TOSTAO_19,CUST_00420
TICKET_002296,2024-08-14,TOSTAO_04,CUST_02036
TICKET_002297,2024-11-05,TOSTAO_10,CUST_02368
TICKET_002298,2024-06-28,TOSTAO_17,CUST_01296
TICKET_002299,2024-02-12,TOSTAO_11,CUST_02275
TICKET_002300,2024-02-03,TOSTAO_10,CUST_00130
TICKET_002301,2024-03-22,TOSTAO_16,CUST_00204
TICKET_002302,2024-11-19,TOSTAO_18,CUST_01607
TICKET_002303,2024-12-02,TOSTAO_16,CUST_00362
TICKET_002304,2024-04-04,TOSTAO_14,CUST_01089
TICKET_002305,2024-08-12,TOSTAO_02,CUST_02442
TICKET_002306,2024-11-21,TOSTAO_16,CUST_01376
TICKET_002307,2024-03-03,TOSTAO_05,CUST_00188
TICKET_002308,2024-09-24,TOSTAO_20,CUST_01788
TICKET_002309,2024-03-19,TOSTAO_11,CUST_01794
TICKET_002310,2024-07-21,TOSTAO_12,CUST_00490
TICKET_002311,2024-08-30,TOSTAO_13,CUST_01615
TICKET_002312,2024-04-18,TOSTAO_06,CUST_02159
TICKET_002313,2024-03-26,TOSTAO_18,CUST_00560
TICKET_002314,2024-02-28,TOSTAO_09,CUST_01475
TICKET_002315,2024-05-05,TOSTAO_14,CUST_00180
TICKET_002316,2024-04-16,TOSTAO_06,CUST_00302
TICKET_002317,2024-02-17,TOSTAO_07,CUST_00074
TICKET_002318,2024-04-27,TOSTAO_04,CUST_01892
TICKET_002319,2024-12-18,TOSTAO_20,CUST_01222
TICKET_002320,2024-10-31,TOSTAO_16,CUST_02102
TICKET_002321,2024-03-25,TOSTAO_02,CUST_01752
TICKET_002322,2024-09-22,TOSTAO_15,CUST_00644
TICKET_002323,2024-11-06,TOSTAO_02,CUST_00137
TICKET_002324,2024-01-28,TOSTAO_16,CUST_00909
TICKET_002325,2024-08-14,TOSTAO_16,CUST_00058
TICKET_002326,2024-08-30,TOSTAO_10,CUST_00415
TICKET_002327,2024-06-10,TOSTAO_07,CUST_01592
TICKET_002328,2024-12-05,TOSTAO_16,CUST_02191
TICKET_002329,2024-02-18,TOSTAO_02,CUST_01340
TICKET_002330,2024-02-16,TOSTAO_17,CUST_02079
TICKET_002331,2024-10-31,TOSTAO_13,CUST_01564
TICKET_002332,2024-02-19,TOSTAO_13,CUST_01430
TICKET_002333,2024-06-08,TOSTAO_11,CUST_01467
TICKET_002334,2024-10-17,TOSTAO_02,CUST_01194
TICKET_002335,2024-10-08,TOSTAO_03,CUST_02164
TICKET_002336,2024-04-07,TOSTAO_14,CUST_00585
TICKET_002337,2024-03-08,TOSTAO_12,CUST_00279
TICKET_002338,2024-03-25,TOSTAO_07,CUST_00250
TICKET_002339,2024-09-27,TOSTAO_05,CUST_00183
TICKET_002340,2024-03-14,TOSTAO_12,CUST_00024
TICKET_002341,2024-01-03,TOSTAO_02,CUST_00672
TICKET_002342,2024-07-19,TOSTAO_14,CUST_01783
TICKET_002343,2024-02-03,TOSTAO_18,CUST_01692
TICKET_002344,2024-10-17,TOSTAO_12,CUST_01265
TICKET_002345,2024-11-06,TOSTAO_01,CUST_02310
TICKET_002346,2024-10-16,TOSTAO_11,CUST_02356
TICKET_002347,2024-09-16,TOSTAO_10,CUST_00254
TICKET_002348,2024-04-28,TOSTAO_17,CUST_00470
TICKET_002349,2024-06-30,TOSTAO_04,CUST_01394
TICKET_002350,2024-05-19,TOSTAO_11,CUST_01564
TICKET_002351,2024-01-27,TOSTAO_09,CUST_00733
TICKET_002352,2024-02-01,TOSTAO_01,CUST_01889
TICKET_002353,2024-10-23,TOSTAO_14,CUST_02078
TICKET_002354,2024-08-12,TOSTAO_07,CUST_02216
TICKET_002355,2024-02-17,TOSTAO_12,CUST_00697
TICKET_002356,2024-12-05,TOSTAO_03,CUST_00825
TICKET_002357,2024-07-11,TOSTAO_10,CUST_01993
TICKET_002358,2024-01-28,TOSTAO_03,CUST_01657
TICKET_002359,2024-09-29,TOSTAO_19,CUST_01353
TICKET_002360,2024-04-18,TOSTAO_16,CUST_01003
TICKET_002361,2024-04-07,TOSTAO_10,CUST_00468
TICKET_002362,2024-05-26,TOSTAO_03,CUST_00606
TICKET_002363,2024-05-08,TOSTAO_02,CUST_00358
TICKET_002364,2024-10-18,TOSTAO_05,CUST_00080
TICKET_002365,2024-12-26,TOSTAO_05,CUST_01045
TICKET_002366,2024-10-14,TOSTAO_03,CUST_02000
TICKET_002367,2024-05-26,TOSTAO_08,CUST_00679
TICKET_002368,2024-05-17,TOSTAO_10,CUST_00670
TICKET_002369,2024-12-18,TOSTAO_06,CUST_00455
TICKET_002370,2024-05-07,TOSTAO_06,CUST_01075
TICKET_002371,2024-06-25,TOSTAO_17,CUST_01496
TICKET_002372,2024-01-16,TOSTAO_20,CUST_01658
TICKET_002373,2024-03-26,TOSTAO_01,CUST_00165
TICKET_002374,2024-07-22,TOSTAO_19,CUST_02039
TICKET_002375,2024-06-04,TOSTAO_02,CUST_02031
TICKET_002376,2024-03-19,TOSTAO_08,CUST_00363
TICKET_002377,2024-09-28,TOSTAO_04,CUST_01783
TICKET_002378,2024-01-30,TOSTAO_02,CUST_01635
TICKET_002379,2024-08-01,TOSTAO_07,CUST_02240
TICKET_002380,2024-11-16,TOSTAO_10,CUST_01116
TICKET_002381,2024-01-22,TOSTAO_03,CUST_00104
TICKET_002382,2024-10-28,TOSTAO_07,CUST_00527
TICKET_002383,2024-03-16,TOSTAO_20,CUST_02174
TICKET_002384,2024-01-02,TOSTAO_18,CUST_00306
TICKET_002385,2024-12-17,TOSTAO_13,CUST_00958
TICKET_002386,2024-02-14,TOSTAO_10,CUST_00128
TICKET_002387,2024-11-27,TOSTAO_01,CUST_02364
TICKET_002388,2024-11-05,TOSTAO_11,CUST_01595
TICKET_002389,2024-12-25,TOSTAO_10,CUST_01112
TICKET_002390,2024-11-02,TOSTAO_14,CUST_00639
TICKET_002391,2024-08-28,TOSTAO_09,CUST_00837
TICKET_002392,2024-01-10,TOSTAO_05,CUST_01978
TICKET_002393,2024-12-22,TOSTAO_17,CUST_00011
TICKET_002394,2024-02-29,TOSTAO_17,CUST_02397
TICKET_002395,2024-09-13,TOSTAO_07,CUST_00388
TICKET_002396,2024-10-04,TOSTAO_18,CUST_00918
TICKET_002397,2024-02-11,TOSTAO_17,CUST_01397
TICKET_002398,2024-01-27,TOSTAO_04,CUST_02133
TICKET_002399,2024-06-25,TOSTAO_08,CUST_01107
TICKET_002400,2024-02-20,TOSTAO_03,CUST_01113
TICKET_002401,2024-02-11,TOSTAO_09,CUST_01143
TICKET_002402,2024-07-07,TOSTAO_10,CUST_02450
TICKET_002403,2024-02-07,TOSTAO_12,CUST_00521
TICKET_002404,2024-04-16,TOSTAO_08,CUST_01478
TICKET_002405,2024-01-24,TOSTAO_18,CUST_02040
TICKET_002406,2024-07-26,TOSTAO_01,CUST_01447
TICKET_002407,2024-03-12,TOSTAO_14,CUST_01365
TICKET_002408,2024-07-30,TOSTAO_06,CUST_02379
TICKET_002409,2024-06-22,TOSTAO_03,CUST_01739
TICKET_002410,2024-10-29,TOSTAO_20,CUST_02447
TICKET_002411,2024-09-28,TOSTAO_06,CUST_01064
TICKET_002412,2024-02-29,TOSTAO_01,CUST_02303
TICKET_002413,2024-06-21,TOSTAO_14,CUST_00992
TICKET_002414,2024-01-08,TOSTAO_16,CUST_02350
TICKET_002415,2024-10-31,TOSTAO_18,CUST_01582
TICKET_002416,2024-12-19,TOSTAO_18,CUST_01887
TICKET_002417,2024-12-02,TOSTAO_08,CUST_00340
TICKET_002418,2024-07-26,TOSTAO_13,CUST_02208
TICKET_002419,2024-04-06,TOSTAO_16,CUST_00583
TICKET_002420,2024-04-26,TOSTAO_02,CUST_01818
TICKET_002421,2024-02-26,TOSTAO_19,CUST_00526
TICKET_002422,2024-01-03,TOSTAO_04,CUST_01304
TICKET_002423,2024-05-19,TOSTAO_10,CUST_01802
TICKET_002424,2024-07-31,TOSTAO_20,CUST_01837
TICKET_002425,2024-08-20,TOSTAO_09,CUST_02010
TICKET_002426,2024-01-16,TOSTAO_06,CUST_01828
TICKET_002427,2024-03-21,TOSTAO_12,CUST_00570
TICKET_002428,2024-01-11,TOSTAO_08,CUST_01307
TICKET_002429,2024-03-21,TOSTAO_10,CUST_00603
TICKET_002430,2024-08-08,TOSTAO_16,CUST_00011
TICKET_002431,2024-01-16,TOSTAO_09,CUST_00605
TICKET_002432,2024-05-17,TOSTAO_05,CUST_01830
TICKET_002433,2024-10-30,TOSTAO_07,CUST_01435
TICKET_002434,2024-10-07,TOSTAO_18,CUST_00876
TICKET_002435,2024-06-29,TOSTAO_20,CUST_00717
TICKET_002436,2024-09-01,TOSTAO_16,CUST_01616
TICKET_002437,2024-09-15,TOSTAO_13,CUST_02123
TICKET_002438,2024-08-26,TOSTAO_07,CUST_00884
TICKET_002439,2024-08-04,TOSTAO_06,CUST_00494
TICKET_002440,2024-08-19,TOSTAO_10,CUST_00932
TICKET_002441,2024-01-01,TOSTAO_15,CUST_00647
TICKET_002442,2024-07-14,TOSTAO_11,CUST_00645
TICKET_002443,2024-05-17,TOSTAO_07,CUST_02213
TICKET_002444,2024-02-22,TOSTAO_15,CUST_00474
TICKET_002445,2024-07-30,TOSTAO_01,CUST_00134
TICKET_002446,2024-11-24,TOSTAO_14,CUST_00839
TICKET_002447,2024-01-05,TOSTAO_07,CUST_00966
TICKET_002448,2024-10-27,TOSTAO_12,CUST_02387
TICKET_002449,2024-12-25,TOSTAO_14,CUST_01119
TICKET_002450,2024-10-17,TOSTAO_17,CUST_01780
TICKET_002451,2024-01-13,TOSTAO_01,CUST_01147
TICKET_002452,2024-06-30,TOSTAO_15,CUST_00744
TICKET_002453,2024-08-01,TOSTAO_03,CUST_02195
TICKET_002454,2024-06-18,TOSTAO_02,CUST_01194
TICKET_002455,2024-03-18,TOSTAO_10,CUST_01313
TICKET_002456,2024-03-09,TOSTAO_17,CUST_00493
TICKET_002457,2024-09-25,TOSTAO_18,CUST_02148
TICKET_002458,2024-12-02,TOSTAO_05,CUST_01420
TICKET_002459,2024-01-26,TOSTAO_06,CUST_01931
TICKET_002460,2024-10-11,TOSTAO_02,CUST_00386
TICKET_002461,2024-06-08,TOSTAO_17,CUST_00600
TICKET_002462,2024-03-26,TOSTAO_04,CUST_00477
TICKET_002463,2024-06-28,TOSTAO_19,CUST_01760
TICKET_002464,2024-06-28,TOSTAO_03,CUST_01109
TICKET_002465,2024-06-11,TOSTAO_03,CUST_01765
TICKET_002466,2024-04-16,TOSTAO_06,CUST_01308
TICKET_002467,2024-09-21,TOSTAO_15,CUST_01339
TICKET_002468,2024-06-05,TOSTAO_10,CUST_02351
TICKET_002469,2024-05-02,TOSTAO_01,CUST_00789
TICKET_002470,2024-06-28,TOSTAO_12,CUST_01172
TICKET_002471,2024-04-25,TOSTAO_15,CUST_02104
TICKET_002472,2024-05-26,TOSTAO_18,CUST_01527
TICKET_002473,2024-06-02,TOSTAO_19,CUST_01864
TICKET_002474,2024-08-09,TOSTAO_17,CUST_01440
TICKET_002475,2024-08-25,TOSTAO_01,CUST_01037
TICKET_002476,2024-04-22,TOSTAO_02,CUST_01404
TICKET_002477,2024-10-26,TOSTAO_04,CUST_01984
TICKET_002478,2024-09-11,TOSTAO_19,CUST_00970
TICKET_002479,2024-03-20,TOSTAO_03,CUST_00033
TICKET_002480,2024-05-26,TOSTAO_06,CUST_01780
TICKET_002481,2024-04-20,TOSTAO_11,CUST_00739
TICKET_002482,2024-10-07,TOSTAO_15,CUST_01997
TICKET_002483,2024-05-06,TOSTAO_01,CUST_01657
TICKET_002484,2024-07-08,TOSTAO_03,CUST_00510
TICKET_002485,2024-07-27,TOSTAO_12,CUST_00267
TICKET_002486,2024-05-18,TOSTAO_07,CUST_01372
TICKET_002487,2024-05-21,TOSTAO_08,CUST_00764
TICKET_002488,2024-01-22,TOSTAO_04,CUST_00103
TICKET_002489,2024-01-19,TOSTAO_08,CUST_02238
TICKET_002490,2024-05-28,TOSTAO_16,CUST_00792
TICKET_002491,2024-04-02,TOSTAO_05,CUST_02442
TICKET_002492,2024-09-10,TOSTAO_16,CUST_02133
TICKET_002493,2024-09-26,TOSTAO_02,CUST_01064
TICKET_002494,2024-04-22,TOSTAO_09,CUST_00319
TICKET_002495,2024-04-25,TOSTAO_05,CUST_01941
TICKET_002496,2024-05-20,TOSTAO_01,CUST_00368
TICKET_002497,2024-01-29,TOSTAO_18,CUST_01843
TICKET_002498,2024-06-16,TOSTAO_17,CUST_00087
TICKET_002499,2024-09-08,TOSTAO_06,CUST_02491
TICKET_002500,2024-06-17,TOSTAO_04,CUST_00023
TICKET_002501,2024-08-19,TOSTAO_15,CUST_01059
TICKET_002502,2024-12-29,TOSTAO_06,CUST_01438
TICKET_002503,2024-10-23,TOSTAO_02,CUST_01676
TICKET_002504,2024-09-04,TOSTAO_17,CUST_00821
TICKET_002505,2024-01-13,TOSTAO_13,CUST_01174
TICKET_002506,2024-04-06,TOSTAO_04,CUST_01101
TICKET_002507,2024-02-05,TOSTAO_06,CUST_01238
TICKET_002508,2024-07-05,TOSTAO_12,CUST_02322
TICKET_002509,2024-04-02,TOSTAO_07,CUST_01916
TICKET_002510,2024-04-13,TOSTAO_13,CUST_01053
TICKET_002511,2024-04-10,TOSTAO_09,CUST_00291
TICKET_002512,2024-02-19,TOSTAO_08,CUST_00158
TICKET_002513,2024-11-05,TOSTAO_11,CUST_00870
TICKET_002514,2024-06-03,TOSTAO_07,CUST_00413
TICKET_002515,2024-06-04,TOSTAO_03,CUST_01284
TICKET_002516,2024-06-10,TOSTAO_09,CUST_00349
TICKET_002517,2024-07-22,TOSTAO_09,CUST_02107
TICKET_002518,2024-10-05,TOSTAO_12,CUST_01981
TICKET_002519,2024-03-09,TOSTAO_08,CUST_01184
TICKET_002520,2024-03-10,TOSTAO_03,CUST_02294
TICKET_002521,2024-12-04,TOSTAO_10,CUST_00807
TICKET_002522,2024-10-20,TOSTAO_03,CUST_01613
TICKET_002523,2024-07-31,TOSTAO_08,CUST_01887
TICKET_002524,2024-07-17,TOSTAO_02,CUST_02040
TICKET_002525,2024-12-16,TOSTAO_05,CUST_00202
TICKET_002526,2024-01-11,TOSTAO_12,CUST_00988
TICKET_002527,2024-11-27,TOSTAO_03,CUST_01382
TICKET_002528,2024-02-28,TOSTAO_12,CUST_01888
TICKET_002529,2024-10-20,TOSTAO_17,CUST_00539
TICKET_002530,2024-04-24,TOSTAO_16,CUST_01069
TICKET_002531,2024-04-14,TOSTAO_11,CUST_00301
TICKET_002532,2024-02-09,TOSTAO_07,CUST_00173
TICKET_002533,2024-10-10,TOSTAO_13,CUST_02111
TICKET_002534,2024-05-16,TOSTAO_13,CUST_00825
TICKET_002535,2024-11-22,TOSTAO_10,CUST_01962
TICKET_002536,2024-05-18,TOSTAO_06,CUST_01268
TICKET_002537,2024-12-21,TOSTAO_18,CUST_00293
TICKET_002538,2024-06-24,TOSTAO_16,CUST_01491
TICKET_002539,2024-04-01,TOSTAO_17,CUST_00976
TICKET_002540,2024-06-19,TOSTAO_20,CUST_00112
TICKET_002541,2024-04-27,TOSTAO_06,CUST_00160
TICKET_002542,2024-08-11,TOSTAO_19,CUST_01391
TICKET_002543,2024-02-29,TOSTAO_17,CUST_02452
TICKET_002544,2024-05-08,TOSTAO_08,CUST_02363
TICKET_002545,2024-01-23,TOSTAO_13,CUST_00092
TICKET_002546,2024-10-03,TOSTAO_19,CUST_02248
TICKET_002547,2024-01-20,TOSTAO_08,CUST_01116
TICKET_002548,2024-10-07,TOSTAO_18,CUST_01161
TICKET_002549,2024-09-16,TOSTAO_06,CUST_00783
TICKET_002550,2024-12-28,TOSTAO_03,CUST_01402
TICKET_002551,2024-04-29,TOSTAO_18,CUST_00301
TICKET_002552,2024-09-26,TOSTAO_08,CUST_01820
TICKET_002553,2024-04-28,TOSTAO_20,CUST_00191
TICKET_002554,2024-03-02,TOSTAO_11,CUST_02260
TICKET_002555,2024-10-10,TOSTAO_01,CUST_01630
TICKET_002556,2024-12-05,TOSTAO_19,CUST_00491
TICKET_002557,2024-10-24,TOSTAO_03,CUST_00815
TICKET_002558,2024-07-26,TOSTAO_18,CUST_02190
TICKET_002559,2024-07-06,TOSTAO_06,CUST_01926
TICKET_002560,2024-10-28,TOSTAO_04,CUST_01555
TICKET_002561,2024-02-21,TOSTAO_16,CUST_00041
TICKET_002562,2024-04-13,TOSTAO_17,CUST_02091
TICKET_002563,2024-02-16,TOSTAO_09,CUST_01717
TICKET_002564,2024-02-05,TOSTAO_08,CUST_02100
TICKET_002565,2024-08-07,TOSTAO_16,CUST_00719
TICKET_002566,2024-09-20,TOSTAO_12,CUST_00803
TICKET_002567,2024-08-26,TOSTAO_15,CUST_00967
TICKET_002568,2024-10-11,TOSTAO_16,CUST_02357
TICKET_002569,2024-08-26,TOSTAO_07,CUST_01712
TICKET_002570,2024-10-12,TOSTAO_06,CUST_01463
TICKET_002571,2024-04-18,TOSTAO_14,CUST_00036
TICKET_002572,2024-02-15,TOSTAO_18,CUST_00170
TICKET_002573,2024-03-22,TOSTAO_13,CUST_00321
TICKET_002574,2024-03-02,TOSTAO_13,CUST_02285
TICKET_002575,2024-01-11,TOSTAO_16,CUST_02417
TICKET_002576,2024-09-11,TOSTAO_06,CUST_02043
TICKET_002577,2024-07-31,TOSTAO_19,CUST_02067
TICKET_002578,2024-11-16,TOSTAO_19,CUST_01784
TICKET_002579,2024-04-19,TOSTAO_04,CUST_00365
TICKET_002580,2024-10-12,TOSTAO_01,CUST_02037
TICKET_002581,2024-02-20,TOSTAO_05,CUST_02069
TICKET_002582,2024-03-18,TOSTAO_08,CUST_01735
TICKET_002583,2024-08-28,TOSTAO_19,CUST_02473
TICKET_002584,2024-02-21,TOSTAO_16,CUST_01406
TICKET_002585,2024-10-18,TOSTAO_17,CUST_02452
TICKET_002586,2024-11-14,TOSTAO_03,CUST_00198
TICKET_002587,2024-06-28,TOSTAO_06,CUST_02025
TICKET_002588,2024-12-09,TOSTAO_03,CUST_00626
TICKET_002589,2024-06-29,TOSTAO_01,CUST_02363
TICKET_002590,2024-06-03,TOSTAO_20,CUST_01471
TICKET_002591,2024-04-04,TOSTAO_16,CUST_01902
TICKET_002592,2024-12-19,TOSTAO_12,CUST_02114
TICKET_002593,2024-04-15,TOSTAO_18,CUST_02194
TICKET_002594,2024-05-17,TOSTAO_15,CUST_01818
TICKET_002595,2024-01-21,TOSTAO_04,CUST_02496
TICKET_002596,2024-12-14,TOSTAO_08,CUST_00385
TICKET_002597,2024-01-09,TOSTAO_15,CUST_01457
TICKET_002598,2024-10-07,TOSTAO_01,CUST_00513
TICKET_002599,2024-10-22,TOSTAO_14,CUST_00952
TICKET_002600,2024-02-19,TOSTAO_20,CUST_01164
TICKET_002601,2024-05-22,TOSTAO_11,CUST_00928
TICKET_002602,2024-08-24,TOSTAO_09,CUST_01730
TICKET_002603,2024-07-14,TOSTAO_08,CUST_01553
TICKET_002604,2024-03-10,TOSTAO_13,CUST_01508
TICKET_002605,2024-10-20,TOSTAO_07,CUST_01056
TICKET_002606,2024-09-17,TOSTAO_10,CUST_02390
TICKET_002607,2024-10-18,TOSTAO_07,CUST_01468
TICKET_002608,2024-03-19,TOSTAO_03,CUST_02497
TICKET_002609,2024-02-11,TOSTAO_11,CUST_01217
TICKET_002610,2024-02-27,TOSTAO_14,CUST_00648
TICKET_002611,2024-01-09,TOSTAO_07,CUST_00013
TICKET_002612,2024-10-23,TOSTAO_13,CUST_02232
TICKET_002613,2024-01-18,TOSTAO_03,CUST_01986
TICKET_002614,2024-02-07,TOSTAO_07,CUST_00292
TICKET_002615,2024-05-17,TOSTAO_02,CUST_00447
TICKET_002616,2024-03-30,TOSTAO_11,CUST_01573
TICKET_002617,2024-11-30,TOSTAO_14,CUST_02349
TICKET_002618,2024-12-08,TOSTAO_08,CUST_01945
TICKET_002619,2024-04-01,TOSTAO_02,CUST_01932
TICKET_002620,2024-10-14,TOSTAO_18,CUST_02248
TICKET_002621,2024-02-13,TOSTAO_14,CUST_01675
TICKET_002622,2024-05-02,TOSTAO_04,CUST_00840
TICKET_002623,2024-02-06,TOSTAO_10,CUST_00849
TICKET_002624,2024-05-31,TOSTAO_11,CUST_01053
TICKET_002625,2024-02-11,TOSTAO_04,CUST_01715
TICKET_002626,2024-07-08,TOSTAO_04,CUST_02128
TICKET_002627,2024-06-13,TOSTAO_05,CUST_01066
TICKET_002628,2024-06-21,TOSTAO_05,CUST_00030
TICKET_002629,2024-11-16,TOSTAO_03,CUST_01489
TICKET_002630,2024-01-04,TOSTAO_06,CUST_00290
TICKET_002631,2024-03-06,TOSTAO_16,CUST_00347
TICKET_002632,2024-02-15,TOSTAO_14,CUST_02163
TICKET_002633,2024-04-23,TOSTAO_01,CUST_01719
