id_ticket,id_producto,cantidad,precio_unitario
TICKET_000888,PROD_001,1,2500
TICKET_000888,PROD_015,1,2800
TICKET_000888,PROD_018,1,2800
TICKET_000889,PROD_004,1,4800
TICKET_000890,PROD_026,2,3500
TICKET_000891,PROD_031,1,4500
TICKET_000891,PROD_003,1,4500
TICKET_000892,PROD_028,1,2000
TICKET_000893,PROD_010,1,3500
TICKET_000893,PROD_016,1,2500
TICKET_000893,PROD_027,1,2500
TICKET_000894,PROD_012,1,3000
TICKET_000895,PROD_006,1,2500
TICKET_000895,PROD_028,1,2000
TICKET_000895,PROD_007,1,4500
TICKET_000896,PROD_012,1,3000
TICKET_000897,PROD_009,1,5000
TICKET_000897,PROD_012,1,3000
TICKET_000898,PROD_018,1,2800
TICKET_000898,PROD_015,1,2800
TICKET_000899,PROD_024,1,3000
TICKET_000900,PROD_001,1,2500
TICKET_000900,PROD_015,1,2800
TICKET_000900,PROD_034,1,6500
TICKET_000901,PROD_021,1,3500
TICKET_000901,PROD_008,1,3200
TICKET_000902,PROD_021,2,3500
TICKET_000902,PROD_009,1,5000
TICKET_000903,PROD_021,1,3500
TICKET_000903,PROD_009,1,5000
TICKET_000903,PROD_029,1,3000
TICKET_000904,PROD_031,1,4500
TICKET_000905,PROD_003,1,4500
TICKET_000906,PROD_003,1,4500
TICKET_000907,PROD_006,1,2500
TICKET_000908,PROD_003,1,4500
TICKET_000908,PROD_023,1,3500
TICKET_000909,PROD_010,1,3500
TICKET_000909,PROD_016,1,2500
TICKET_000909,PROD_033,1,1500
TICKET_000910,PROD_001,1,2500
TICKET_000910,PROD_015,1,2800
TICKET_000910,PROD_002,1,3500
TICKET_000910,PROD_030,1,4500
TICKET_000911,PROD_001,1,2500
TICKET_000911,PROD_015,1,2800
TICKET_000911,PROD_010,1,3500
TICKET_000911,PROD_025,1,3500
TICKET_000912,PROD_012,1,3000
TICKET_000913,PROD_012,1,3000
TICKET_000913,PROD_024,1,3000
TICKET_000914,PROD_001,1,2500
TICKET_000914,PROD_015,1,2800
TICKET_000915,PROD_021,1,3500
TICKET_000915,PROD_009,1,5000
TICKET_000916,PROD_019,1,3200
TICKET_000916,PROD_012,1,3000
TICKET_000916,PROD_032,1,2500
TICKET_000916,PROD_027,1,2500
TICKET_000917,PROD_001,1,2500
TICKET_000918,PROD_006,1,2500
TICKET_000919,PROD_006,1,2500
TICKET_000919,PROD_032,1,2500
TICKET_000920,PROD_021,1,3500
TICKET_000920,PROD_009,1,5000
TICKET_000920,PROD_006,1,2500
TICKET_000921,PROD_001,1,2500
TICKET_000921,PROD_015,1,2800
TICKET_000921,PROD_002,1,3500
TICKET_000922,PROD_019,1,3200
TICKET_000923,PROD_010,1,3500
TICKET_000923,PROD_016,2,2500
TICKET_000924,PROD_019,1,3200
TICKET_000924,PROD_012,1,3000
TICKET_000925,PROD_019,1,3200
TICKET_000925,PROD_030,1,4500
TICKET_000926,PROD_028,1,2000
TICKET_000927,PROD_012,1,3000
TICKET_000927,PROD_024,1,3000
TICKET_000927,PROD_028,1,2000
TICKET_000928,PROD_003,1,4500
TICKET_000929,PROD_010,1,3500
TICKET_000930,PROD_012,1,3000
TICKET_000930,PROD_024,1,3000
TICKET_000930,PROD_010,1,3500
TICKET_000930,PROD_031,1,4500
TICKET_000931,PROD_021,1,3500
TICKET_000931,PROD_009,1,5000
TICKET_000932,PROD_012,1,3000
TICKET_000932,PROD_024,1,3000
TICKET_000933,PROD_012,1,3000
TICKET_000933,PROD_024,1,3000
TICKET_000934,PROD_023,1,3500
TICKET_000934,PROD_012,1,3000
TICKET_000935,PROD_001,1,2500
TICKET_000936,PROD_019,1,3200
TICKET_000936,PROD_012,1,3000
TICKET_000937,PROD_001,1,2500
TICKET_000938,PROD_021,1,3500
TICKET_000938,PROD_009,1,5000
TICKET_000938,PROD_017,1,2800
TICKET_000938,PROD_024,1,3000
TICKET_000939,PROD_003,1,4500
TICKET_000939,PROD_023,1,3500
TICKET_000940,PROD_028,1,2000
TICKET_000941,PROD_017,1,2800
TICKET_000941,PROD_013,1,3500
TICKET_000942,PROD_008,1,3200
TICKET_000943,PROD_006,1,2500
TICKET_000943,PROD_031,1,4500
TICKET_000944,PROD_006,1,2500
TICKET_000944,PROD_011,1,2500
TICKET_000945,PROD_012,1,3000
TICKET_000946,PROD_001,1,2500
TICKET_000946,PROD_015,1,2800
TICKET_000947,PROD_008,1,3200
TICKET_000948,PROD_019,1,3200
TICKET_000948,PROD_012,1,3000
TICKET_000949,PROD_023,1,3500
TICKET_000950,PROD_012,1,3000
TICKET_000951,PROD_002,1,3500
TICKET_000952,PROD_006,1,2500
TICKET_000952,PROD_028,1,2000
TICKET_000953,PROD_012,1,3000
TICKET_000953,PROD_025,1,3500
TICKET_000954,PROD_012,1,3000
TICKET_000954,PROD_022,1,3500
TICKET_000955,PROD_029,1,3000
TICKET_000956,PROD_006,1,2500
TICKET_000957,PROD_010,1,3500
TICKET_000958,PROD_018,1,2800
TICKET_000959,PROD_006,1,2500
TICKET_000959,PROD_028,1,2000
TICKET_000959,PROD_021,1,3500
TICKET_000960,PROD_020,1,3200
TICKET_000961,PROD_025,1,3500
TICKET_000962,PROD_006,1,2500
TICKET_000962,PROD_028,1,2000
TICKET_000962,PROD_010,1,3500
TICKET_000962,PROD_016,1,2500
TICKET_000963,PROD_001,1,2500
TICKET_000964,PROD_031,1,4500
TICKET_000964,PROD_003,1,4500
TICKET_000965,PROD_001,1,2500
TICKET_000965,PROD_015,1,2800
TICKET_000966,PROD_001,1,2500
TICKET_000966,PROD_015,1,2800
TICKET_000967,PROD_031,1,4500
TICKET_000967,PROD_003,1,4500
TICKET_000968,PROD_031,1,4500
TICKET_000969,PROD_006,1,2500
TICKET_000970,PROD_015,1,2800
TICKET_000971,PROD_001,1,2500
TICKET_000972,PROD_009,1,5000
TICKET_000973,PROD_021,1,3500
TICKET_000974,PROD_003,1,4500
TICKET_000975,PROD_009,1,5000
TICKET_000976,PROD_031,1,4500
TICKET_000977,PROD_021,1,3500
TICKET_000978,PROD_019,1,3200
TICKET_000979,PROD_020,1,3200
TICKET_000980,PROD_006,1,2500
TICKET_000981,PROD_021,1,3500
TICKET_000982,PROD_008,1,3200
TICKET_000983,PROD_010,1,3500
TICKET_000983,PROD_016,1,2500
TICKET_000984,PROD_001,1,2500
TICKET_000985,PROD_026,1,3500
TICKET_000986,PROD_031,1,4500
TICKET_000987,PROD_006,1,2500
TICKET_000988,PROD_001,1,2500
TICKET_000988,PROD_034,1,6500
TICKET_000988,PROD_009,1,5000
TICKET_000989,PROD_001,1,2500
TICKET_000990,PROD_006,1,2500
TICKET_000990,PROD_024,1,3000
TICKET_000990,PROD_014,1,3800
TICKET_000991,PROD_019,1,3200
TICKET_000991,PROD_012,1,3000
TICKET_000991,PROD_031,1,4500
TICKET_000992,PROD_023,1,3500
TICKET_000992,PROD_013,1,3500
TICKET_000993,PROD_012,1,3000
TICKET_000994,PROD_003,1,4500
TICKET_000994,PROD_023,1,3500
TICKET_000995,PROD_012,1,3000
TICKET_000995,PROD_024,1,3000
TICKET_000995,PROD_010,1,3500
TICKET_000995,PROD_003,1,4500
TICKET_000996,PROD_001,1,2500
TICKET_000996,PROD_015,1,2800
TICKET_000996,PROD_031,1,4500
TICKET_000996,PROD_034,1,6500
TICKET_000997,PROD_006,1,2500
TICKET_000997,PROD_033,1,1500
TICKET_000998,PROD_017,1,2800
TICKET_000999,PROD_017,1,2800
TICKET_001000,PROD_020,1,3200
TICKET_001001,PROD_024,1,3000
TICKET_001002,PROD_021,1,3500
TICKET_001002,PROD_009,1,5000
TICKET_001002,PROD_007,1,4500
TICKET_001003,PROD_010,1,3500
TICKET_001003,PROD_016,1,2500
TICKET_001004,PROD_017,1,2800
TICKET_001005,PROD_010,1,3500
TICKET_001005,PROD_016,1,2500
TICKET_001005,PROD_001,1,2500
TICKET_001006,PROD_028,1,2000
TICKET_001007,PROD_009,1,5000
TICKET_001008,PROD_031,1,4500
TICKET_001008,PROD_003,1,4500
TICKET_001008,PROD_004,1,4800
TICKET_001009,PROD_018,1,2800
TICKET_001010,PROD_014,1,3800
TICKET_001011,PROD_014,1,3800
TICKET_001012,PROD_017,1,2800
TICKET_001013,PROD_002,1,3500
TICKET_001013,PROD_017,1,2800
TICKET_001014,PROD_001,1,2500
TICKET_001014,PROD_015,1,2800
TICKET_001015,PROD_031,1,4500
TICKET_001015,PROD_003,1,4500
TICKET_001016,PROD_010,1,3500
TICKET_001016,PROD_016,1,2500
TICKET_001016,PROD_026,1,3500
TICKET_001016,PROD_008,1,3200
TICKET_001017,PROD_031,1,4500
TICKET_001018,PROD_003,1,4500
TICKET_001018,PROD_023,1,3500
TICKET_001019,PROD_019,1,3200
TICKET_001020,PROD_010,1,3500
TICKET_001020,PROD_016,1,2500
TICKET_001021,PROD_016,1,2500
TICKET_001022,PROD_029,1,3000
TICKET_001023,PROD_002,1,3500
TICKET_001023,PROD_017,1,2800
TICKET_001024,PROD_010,1,3500
TICKET_001024,PROD_016,1,2500
TICKET_001025,PROD_034,1,6500
TICKET_001025,PROD_031,1,4500
TICKET_001026,PROD_001,1,2500
TICKET_001026,PROD_015,1,2800
TICKET_001026,PROD_019,1,3200
TICKET_001027,PROD_021,1,3500
TICKET_001027,PROD_007,1,4500
TICKET_001028,PROD_012,1,3000
TICKET_001029,PROD_034,1,6500
TICKET_001029,PROD_028,1,2000
TICKET_001030,PROD_021,1,3500
TICKET_001031,PROD_019,1,3200
TICKET_001032,PROD_002,1,3500
TICKET_001033,PROD_003,1,4500
TICKET_001034,PROD_033,1,1500
TICKET_001035,PROD_033,1,1500
TICKET_001036,PROD_022,1,3500
TICKET_001037,PROD_004,1,4800
TICKET_001038,PROD_021,1,3500
TICKET_001038,PROD_009,1,5000
TICKET_001039,PROD_003,1,4500
TICKET_001040,PROD_019,1,3200
TICKET_001041,PROD_003,1,4500
TICKET_001041,PROD_023,1,3500
TICKET_001041,PROD_011,1,2500
TICKET_001041,PROD_024,1,3000
TICKET_001042,PROD_010,1,3500
TICKET_001043,PROD_015,1,2800
TICKET_001043,PROD_031,1,4500
TICKET_001044,PROD_003,1,4500
TICKET_001044,PROD_023,1,3500
TICKET_001045,PROD_031,1,4500
TICKET_001045,PROD_003,1,4500
TICKET_001045,PROD_024,1,3000
TICKET_001045,PROD_002,1,3500
TICKET_001046,PROD_006,1,2500
TICKET_001046,PROD_028,1,2000
TICKET_001047,PROD_022,1,3500
TICKET_001048,PROD_024,1,3000
TICKET_001049,PROD_010,1,3500
TICKET_001049,PROD_011,1,2500
TICKET_001050,PROD_013,1,3500
TICKET_001051,PROD_018,1,2800
TICKET_001051,PROD_034,1,6500
TICKET_001052,PROD_022,1,3500
TICKET_001053,PROD_001,1,2500
TICKET_001053,PROD_015,1,2800
TICKET_001053,PROD_020,1,3200
TICKET_001054,PROD_001,1,2500
TICKET_001054,PROD_015,1,2800
TICKET_001055,PROD_014,1,3800
TICKET_001056,PROD_004,1,4800
TICKET_001057,PROD_021,1,3500
TICKET_001057,PROD_009,1,5000
TICKET_001058,PROD_019,1,3200
TICKET_001059,PROD_011,1,2500
TICKET_001060,PROD_031,1,4500
TICKET_001060,PROD_003,1,4500
TICKET_001061,PROD_026,1,3500
TICKET_001062,PROD_002,1,3500
TICKET_001062,PROD_017,1,2800
TICKET_001063,PROD_020,1,3200
TICKET_001064,PROD_015,1,2800
TICKET_001065,PROD_023,1,3500
TICKET_001066,PROD_021,1,3500
TICKET_001067,PROD_001,1,2500
TICKET_001068,PROD_031,1,4500
TICKET_001068,PROD_003,1,4500
TICKET_001069,PROD_001,1,2500
TICKET_001069,PROD_015,1,2800
TICKET_001069,PROD_026,1,3500
TICKET_001070,PROD_001,1,2500
TICKET_001070,PROD_015,1,2800
TICKET_001071,PROD_018,1,2800
TICKET_001072,PROD_025,1,3500
TICKET_001073,PROD_020,1,3200
TICKET_001073,PROD_012,1,3000
TICKET_001074,PROD_012,1,3000
TICKET_001074,PROD_020,1,3200
TICKET_001075,PROD_019,1,3200
TICKET_001075,PROD_012,1,3000
TICKET_001076,PROD_006,1,2500
TICKET_001077,PROD_030,1,4500
TICKET_001078,PROD_019,1,3200
TICKET_001078,PROD_012,1,3000
TICKET_001079,PROD_031,1,4500
TICKET_001080,PROD_001,1,2500
TICKET_001080,PROD_027,1,2500
TICKET_001081,PROD_003,1,4500
TICKET_001081,PROD_023,1,3500
TICKET_001082,PROD_031,1,4500
TICKET_001083,PROD_001,1,2500
TICKET_001083,PROD_015,2,2800
TICKET_001083,PROD_017,1,2800
TICKET_001084,PROD_010,1,3500
TICKET_001084,PROD_016,1,2500
TICKET_001085,PROD_031,1,4500
TICKET_001085,PROD_003,2,4500
TICKET_001085,PROD_029,1,3000
TICKET_001086,PROD_001,1,2500
TICKET_001086,PROD_015,2,2800
TICKET_001087,PROD_021,1,3500
TICKET_001087,PROD_009,2,5000
TICKET_001087,PROD_031,1,4500
TICKET_001088,PROD_015,1,2800
TICKET_001089,PROD_021,1,3500
TICKET_001090,PROD_035,1,7500
TICKET_001090,PROD_028,1,2000
TICKET_001091,PROD_031,1,4500
TICKET_001091,PROD_034,1,6500
TICKET_001091,PROD_032,1,2500
TICKET_001092,PROD_031,1,4500
TICKET_001092,PROD_003,1,4500
TICKET_001093,PROD_023,1,3500
TICKET_001093,PROD_005,1,4000
TICKET_001094,PROD_026,1,3500
TICKET_001095,PROD_012,1,3000
TICKET_001095,PROD_024,2,3000
TICKET_001095,PROD_010,1,3500
TICKET_001096,PROD_035,1,7500
TICKET_001097,PROD_003,1,4500
TICKET_001097,PROD_023,1,3500
TICKET_001098,PROD_024,1,3000
TICKET_001099,PROD_002,1,3500
TICKET_001099,PROD_017,1,2800
TICKET_001099,PROD_028,1,2000
TICKET_001100,PROD_010,1,3500
TICKET_001100,PROD_016,2,2500
TICKET_001101,PROD_018,1,2800
TICKET_001102,PROD_010,1,3500
TICKET_001103,PROD_033,1,1500
TICKET_001104,PROD_021,1,3500
TICKET_001104,PROD_009,1,5000
TICKET_001105,PROD_002,1,3500
TICKET_001105,PROD_017,1,2800
TICKET_001106,PROD_002,1,3500
TICKET_001107,PROD_003,1,4500
TICKET_001107,PROD_023,1,3500
TICKET_001107,PROD_002,1,3500
TICKET_001108,PROD_034,1,6500
TICKET_001109,PROD_033,1,1500
TICKET_001110,PROD_002,1,3500
TICKET_001110,PROD_017,1,2800
TICKET_001110,PROD_019,1,3200
TICKET_001110,PROD_034,1,6500
TICKET_001111,PROD_012,1,3000
TICKET_001112,PROD_002,1,3500
TICKET_001113,PROD_022,1,3500
TICKET_001114,PROD_021,1,3500
TICKET_001114,PROD_009,1,5000
TICKET_001115,PROD_012,1,3000
TICKET_001116,PROD_022,1,3500
TICKET_001117,PROD_016,1,2500
TICKET_001118,PROD_001,1,2500
TICKET_001118,PROD_015,1,2800
TICKET_001119,PROD_032,1,2500
TICKET_001120,PROD_019,1,3200
TICKET_001120,PROD_012,1,3000
TICKET_001121,PROD_010,1,3500
TICKET_001121,PROD_016,1,2500
TICKET_001121,PROD_022,1,3500
TICKET_001121,PROD_024,1,3000
TICKET_001122,PROD_021,1,3500
TICKET_001123,PROD_019,1,3200
TICKET_001123,PROD_012,1,3000
TICKET_001123,PROD_018,1,2800
TICKET_001123,PROD_008,1,3200
TICKET_001124,PROD_019,1,3200
TICKET_001124,PROD_012,1,3000
TICKET_001125,PROD_021,1,3500
TICKET_001125,PROD_009,1,5000
TICKET_001125,PROD_003,1,4500
TICKET_001125,PROD_013,1,3500
TICKET_001126,PROD_003,1,4500
TICKET_001126,PROD_035,1,7500
TICKET_001126,PROD_034,1,6500
TICKET_001127,PROD_010,1,3500
TICKET_001127,PROD_016,1,2500
TICKET_001128,PROD_010,1,3500
TICKET_001128,PROD_016,1,2500
TICKET_001129,PROD_021,1,3500
TICKET_001129,PROD_009,1,5000
TICKET_001130,PROD_021,1,3500
TICKET_001130,PROD_009,1,5000
TICKET_001130,PROD_025,1,3500
TICKET_001131,PROD_003,1,4500
TICKET_001132,PROD_002,1,3500
TICKET_001132,PROD_017,1,2800
TICKET_001132,PROD_009,1,5000
TICKET_001132,PROD_035,1,7500
TICKET_001133,PROD_010,1,3500
TICKET_001133,PROD_016,1,2500
TICKET_001133,PROD_012,1,3000
TICKET_001134,PROD_012,1,3000
TICKET_001134,PROD_005,1,4000
TICKET_001135,PROD_006,1,2500
TICKET_001135,PROD_028,1,2000
TICKET_001135,PROD_029,1,3000
TICKET_001136,PROD_019,1,3200
TICKET_001136,PROD_002,1,3500
TICKET_001137,PROD_025,1,3500
TICKET_001137,PROD_008,1,3200
TICKET_001138,PROD_001,1,2500
TICKET_001138,PROD_015,1,2800
TICKET_001139,PROD_031,1,4500
TICKET_001140,PROD_031,1,4500
TICKET_001141,PROD_019,1,3200
TICKET_001141,PROD_012,1,3000
TICKET_001141,PROD_004,1,4800
TICKET_001141,PROD_034,1,6500
TICKET_001142,PROD_019,1,3200
TICKET_001142,PROD_012,1,3000
TICKET_001142,PROD_016,1,2500
TICKET_001143,PROD_001,2,2500
TICKET_001143,PROD_002,1,3500
TICKET_001143,PROD_026,1,3500
TICKET_001144,PROD_017,1,2800
TICKET_001144,PROD_028,1,2000
TICKET_001145,PROD_021,1,3500
TICKET_001145,PROD_009,1,5000
TICKET_001145,PROD_031,1,4500
TICKET_001145,PROD_012,1,3000
TICKET_001146,PROD_028,1,2000
TICKET_001147,PROD_019,1,3200
TICKET_001148,PROD_010,1,3500
TICKET_001148,PROD_016,1,2500
TICKET_001149,PROD_024,1,3000
TICKET_001150,PROD_001,1,2500
TICKET_001150,PROD_027,1,2500
TICKET_001150,PROD_006,1,2500
TICKET_001151,PROD_026,1,3500
TICKET_001152,PROD_019,1,3200
TICKET_001152,PROD_012,1,3000
TICKET_001153,PROD_001,1,2500
TICKET_001153,PROD_032,1,2500
TICKET_001153,PROD_011,1,2500
TICKET_001154,PROD_012,1,3000
TICKET_001154,PROD_024,1,3000
TICKET_001155,PROD_001,1,2500
TICKET_001155,PROD_015,1,2800
TICKET_001155,PROD_002,1,3500
TICKET_001156,PROD_002,1,3500
TICKET_001156,PROD_017,1,2800
TICKET_001157,PROD_001,1,2500
TICKET_001157,PROD_015,1,2800
TICKET_001157,PROD_004,1,4800
TICKET_001157,PROD_028,1,2000
TICKET_001158,PROD_006,1,2500
TICKET_001158,PROD_008,1,3200
TICKET_001159,PROD_014,1,3800
TICKET_001160,PROD_010,1,3500
TICKET_001160,PROD_016,1,2500
TICKET_001161,PROD_025,1,3500
TICKET_001162,PROD_013,1,3500
TICKET_001163,PROD_019,1,3200
TICKET_001163,PROD_012,1,3000
TICKET_001163,PROD_008,1,3200
TICKET_001164,PROD_020,1,3200
TICKET_001164,PROD_006,1,2500
TICKET_001165,PROD_006,1,2500
TICKET_001166,PROD_003,1,4500
TICKET_001166,PROD_023,1,3500
TICKET_001166,PROD_002,1,3500
TICKET_001166,PROD_005,1,4000
TICKET_001167,PROD_010,1,3500
TICKET_001167,PROD_016,1,2500
TICKET_001167,PROD_024,1,3000
TICKET_001168,PROD_019,1,3200
TICKET_001168,PROD_012,1,3000
TICKET_001168,PROD_034,1,6500
TICKET_001169,PROD_012,1,3000
TICKET_001169,PROD_024,1,3000
TICKET_001170,PROD_019,1,3200
TICKET_001170,PROD_012,2,3000
TICKET_001170,PROD_021,1,3500
TICKET_001171,PROD_012,1,3000
TICKET_001171,PROD_002,1,3500
TICKET_001172,PROD_006,1,2500
TICKET_001172,PROD_033,1,1500
TICKET_001173,PROD_019,1,3200
TICKET_001173,PROD_012,1,3000
TICKET_001174,PROD_010,1,3500
TICKET_001175,PROD_008,1,3200
TICKET_001175,PROD_016,1,2500
TICKET_001176,PROD_001,1,2500
TICKET_001176,PROD_013,1,3500
TICKET_001177,PROD_006,1,2500
TICKET_001177,PROD_028,1,2000
TICKET_001178,PROD_022,1,3500
TICKET_001179,PROD_001,1,2500
TICKET_001179,PROD_003,1,4500
TICKET_001179,PROD_008,1,3200
TICKET_001180,PROD_028,1,2000
TICKET_001181,PROD_026,1,3500
TICKET_001182,PROD_001,1,2500
TICKET_001182,PROD_015,1,2800
TICKET_001182,PROD_029,1,3000
TICKET_001182,PROD_020,1,3200
TICKET_001183,PROD_014,1,3800
TICKET_001183,PROD_010,1,3500
TICKET_001184,PROD_013,1,3500
TICKET_001185,PROD_003,1,4500
TICKET_001185,PROD_023,1,3500
TICKET_001186,PROD_019,1,3200
TICKET_001186,PROD_012,1,3000
TICKET_001186,PROD_020,1,3200
TICKET_001187,PROD_004,1,4800
TICKET_001187,PROD_018,1,2800
TICKET_001188,PROD_010,1,3500
TICKET_001188,PROD_016,1,2500
TICKET_001188,PROD_004,1,4800
TICKET_001189,PROD_028,1,2000
TICKET_001190,PROD_001,1,2500
TICKET_001191,PROD_012,1,3000
TICKET_001191,PROD_017,1,2800
TICKET_001192,PROD_024,1,3000
TICKET_001193,PROD_034,1,6500
TICKET_001194,PROD_012,1,3000
TICKET_001195,PROD_001,1,2500
TICKET_001195,PROD_015,1,2800
TICKET_001195,PROD_026,1,3500
TICKET_001196,PROD_031,1,4500
TICKET_001197,PROD_031,1,4500
TICKET_001197,PROD_003,1,4500
TICKET_001198,PROD_010,1,3500
TICKET_001198,PROD_016,1,2500
TICKET_001199,PROD_019,1,3200
TICKET_001200,PROD_003,1,4500
TICKET_001201,PROD_030,1,4500
TICKET_001202,PROD_004,1,4800
TICKET_001203,PROD_021,1,3500
TICKET_001203,PROD_009,1,5000
TICKET_001203,PROD_008,1,3200
TICKET_001203,PROD_028,1,2000
TICKET_001204,PROD_031,1,4500
TICKET_001204,PROD_003,1,4500
TICKET_001205,PROD_023,1,3500
TICKET_001206,PROD_003,1,4500
TICKET_001206,PROD_023,1,3500
TICKET_001207,PROD_031,1,4500
TICKET_001208,PROD_001,1,2500
TICKET_001209,PROD_010,2,3500
TICKET_001209,PROD_016,1,2500
TICKET_001210,PROD_021,1,3500
TICKET_001210,PROD_002,1,3500
TICKET_001211,PROD_013,1,3500
TICKET_001212,PROD_003,1,4500
TICKET_001212,PROD_023,1,3500
TICKET_001213,PROD_015,1,2800
TICKET_001214,PROD_006,1,2500
TICKET_001215,PROD_029,1,3000
TICKET_001216,PROD_008,1,3200
TICKET_001216,PROD_015,1,2800
TICKET_001217,PROD_003,3,4500
TICKET_001217,PROD_023,1,3500
TICKET_001218,PROD_034,2,6500
TICKET_001219,PROD_006,1,2500
TICKET_001219,PROD_028,1,2000
TICKET_001220,PROD_006,1,2500
TICKET_001221,PROD_023,1,3500
TICKET_001222,PROD_003,1,4500
TICKET_001222,PROD_023,1,3500
TICKET_001222,PROD_032,1,2500
TICKET_001223,PROD_001,1,2500
TICKET_001223,PROD_015,1,2800
TICKET_001224,PROD_001,1,2500
TICKET_001224,PROD_015,1,2800
TICKET_001224,PROD_031,1,4500
TICKET_001225,PROD_003,1,4500
TICKET_001225,PROD_023,1,3500
TICKET_001226,PROD_034,1,6500
TICKET_001227,PROD_001,2,2500
TICKET_001227,PROD_028,1,2000
TICKET_001227,PROD_034,1,6500
TICKET_001228,PROD_001,2,2500
TICKET_001228,PROD_012,1,3000
TICKET_001229,PROD_012,1,3000
TICKET_001230,PROD_001,2,2500
TICKET_001231,PROD_002,1,3500
TICKET_001231,PROD_017,1,2800
TICKET_001231,PROD_023,1,3500
TICKET_001232,PROD_023,1,3500
TICKET_001233,PROD_021,1,3500
TICKET_001233,PROD_009,1,5000
TICKET_001234,PROD_019,1,3200
TICKET_001234,PROD_012,1,3000
TICKET_001234,PROD_003,1,4500
TICKET_001234,PROD_034,1,6500
TICKET_001235,PROD_020,1,3200
TICKET_001236,PROD_019,1,3200
TICKET_001237,PROD_023,1,3500
TICKET_001238,PROD_012,1,3000
TICKET_001238,PROD_029,1,3000
TICKET_001239,PROD_012,1,3000
TICKET_001239,PROD_024,1,3000
TICKET_001239,PROD_016,1,2500
TICKET_001239,PROD_026,1,3500
TICKET_001240,PROD_031,1,4500
TICKET_001240,PROD_003,1,4500
TICKET_001241,PROD_010,1,3500
TICKET_001241,PROD_003,1,4500
TICKET_001242,PROD_008,2,3200
TICKET_001243,PROD_001,1,2500
TICKET_001244,PROD_019,1,3200
TICKET_001244,PROD_012,1,3000
TICKET_001244,PROD_030,1,4500
TICKET_001245,PROD_023,1,3500
TICKET_001246,PROD_005,1,4000
TICKET_001247,PROD_012,1,3000
TICKET_001247,PROD_031,1,4500
TICKET_001248,PROD_005,1,4000
TICKET_001249,PROD_014,1,3800
TICKET_001250,PROD_001,2,2500
TICKET_001251,PROD_009,1,5000
TICKET_001252,PROD_013,1,3500
TICKET_001253,PROD_002,1,3500
TICKET_001253,PROD_017,1,2800
TICKET_001253,PROD_009,1,5000
TICKET_001254,PROD_010,1,3500
TICKET_001255,PROD_006,1,2500
TICKET_001255,PROD_028,2,2000
TICKET_001255,PROD_007,1,4500
TICKET_001256,PROD_012,1,3000
TICKET_001256,PROD_024,1,3000
TICKET_001257,PROD_012,1,3000
TICKET_001258,PROD_031,1,4500
TICKET_001258,PROD_003,1,4500
TICKET_001259,PROD_019,1,3200
TICKET_001260,PROD_006,1,2500
TICKET_001260,PROD_028,1,2000
TICKET_001261,PROD_006,1,2500
TICKET_001261,PROD_034,1,6500
TICKET_001261,PROD_001,1,2500
TICKET_001262,PROD_002,1,3500
TICKET_001262,PROD_017,1,2800
TICKET_001262,PROD_013,1,3500
TICKET_001263,PROD_003,1,4500
TICKET_001263,PROD_023,1,3500
TICKET_001263,PROD_013,1,3500
TICKET_001263,PROD_009,1,5000
TICKET_001264,PROD_011,1,2500
TICKET_001265,PROD_013,1,3500
TICKET_001266,PROD_021,1,3500
TICKET_001266,PROD_009,1,5000
TICKET_001267,PROD_031,1,4500
TICKET_001267,PROD_003,1,4500
TICKET_001268,PROD_021,1,3500
TICKET_001268,PROD_017,1,2800
TICKET_001269,PROD_006,1,2500
TICKET_001270,PROD_027,1,2500
TICKET_001271,PROD_012,1,3000
TICKET_001271,PROD_002,1,3500
TICKET_001271,PROD_010,1,3500
TICKET_001272,PROD_031,1,4500
TICKET_001272,PROD_003,1,4500
TICKET_001272,PROD_013,1,3500
TICKET_001273,PROD_006,1,2500
TICKET_001274,PROD_031,1,4500
TICKET_001274,PROD_023,1,3500
TICKET_001275,PROD_033,1,1500
TICKET_001276,PROD_034,1,6500
TICKET_001276,PROD_003,1,4500
TICKET_001277,PROD_012,1,3000
TICKET_001277,PROD_024,1,3000
TICKET_001277,PROD_013,1,3500
TICKET_001277,PROD_009,1,5000
TICKET_001278,PROD_002,1,3500
TICKET_001278,PROD_017,1,2800
TICKET_001279,PROD_022,1,3500
TICKET_001280,PROD_006,1,2500
TICKET_001280,PROD_034,1,6500
TICKET_001281,PROD_006,2,2500
TICKET_001281,PROD_028,1,2000
TICKET_001282,PROD_017,1,2800
TICKET_001282,PROD_013,1,3500
TICKET_001283,PROD_021,1,3500
TICKET_001284,PROD_008,1,3200
TICKET_001285,PROD_024,1,3000
TICKET_001286,PROD_032,1,2500
TICKET_001287,PROD_031,1,4500
TICKET_001287,PROD_003,1,4500
TICKET_001287,PROD_024,1,3000
TICKET_001288,PROD_006,1,2500
TICKET_001289,PROD_021,1,3500
TICKET_001290,PROD_021,1,3500
TICKET_001290,PROD_009,1,5000
TICKET_001291,PROD_001,1,2500
TICKET_001291,PROD_015,1,2800
TICKET_001292,PROD_006,1,2500
TICKET_001292,PROD_028,1,2000
TICKET_001293,PROD_021,1,3500
TICKET_001294,PROD_021,1,3500
TICKET_001295,PROD_001,2,2500
TICKET_001295,PROD_035,1,7500
TICKET_001296,PROD_021,1,3500
TICKET_001296,PROD_009,1,5000
